DXCode,Description,"2020 CMS-HCC
Model
Category
(V24) ",V24 HCC Description,V28ID,V28HCCDescription,"2020 CMS-HCC Model
Category
(V24) for 2024
Payment Year","2024 Proposed CMS-HCC Model
Category
(V28) for 2024
Payment Year",Same HCC Description  
S12290B,"Other displaced fracture of third cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12291A,"Other nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12291B,"Other nondisplaced fracture of third cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12300A,"Unspecified displaced fracture of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12300B,"Unspecified displaced fracture of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12301A,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12301B,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12330A,"Unspecified traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12330B,"Unspecified traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12331A,"Unspecified traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12331B,"Unspecified traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1234XA,"Type III traumatic spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1234XB,"Type III traumatic spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12350A,"Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12350B,"Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12351A,"Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12351B,"Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12390A,"Other displaced fracture of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12390B,"Other displaced fracture of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12391A,"Other nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12391B,"Other nondisplaced fracture of fourth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12400A,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12400B,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12401A,"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12401B,"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12430A,"Unspecified traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12430B,"Unspecified traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12431A,"Unspecified traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12431B,"Unspecified traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1244XA,"Type III traumatic spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1244XB,"Type III traumatic spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12450A,"Other traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12450B,"Other traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12451A,"Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12451B,"Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12490A,"Other displaced fracture of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12490B,"Other displaced fracture of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12491A,"Other nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12491B,"Other nondisplaced fracture of fifth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12500A,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12500B,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12501A,"Unspecified nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12501B,"Unspecified nondisplaced fracture of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12530A,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12530B,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12531A,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12531B,"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1254XA,"Type III traumatic spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1254XB,"Type III traumatic spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12550A,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12550B,"Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12551A,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12551B,"Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12590A,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12590B,"Other displaced fracture of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12591A,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12591B,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12600A,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12600B,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12601A,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12601B,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12630A,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12630B,"Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12631A,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12631B,"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1264XA,"Type III traumatic spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S1264XB,"Type III traumatic spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12650A,"Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12650B,"Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12651A,"Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12651B,"Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12690A,"Other displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12690B,"Other displaced fracture of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12691A,"Other nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S12691B,"Other nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S128XXA,"Fracture of other parts of neck, initial encounter",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S129XXA,"Fracture of neck, unspecified, initial encounter",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S140XXA,"Concussion and edema of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S140XXD,"Concussion and edema of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S140XXS,"Concussion and edema of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14101A,"Unspecified injury at C1 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14101D,"Unspecified injury at C1 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14101S,"Unspecified injury at C1 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14102A,"Unspecified injury at C2 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14102D,"Unspecified injury at C2 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14102S,"Unspecified injury at C2 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14103A,"Unspecified injury at C3 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14103D,"Unspecified injury at C3 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14103S,"Unspecified injury at C3 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14104A,"Unspecified injury at C4 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14104D,"Unspecified injury at C4 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14104S,"Unspecified injury at C4 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14105A,"Unspecified injury at C5 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14105D,"Unspecified injury at C5 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14105S,"Unspecified injury at C5 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14106A,"Unspecified injury at C6 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14106D,"Unspecified injury at C6 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14106S,"Unspecified injury at C6 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14107A,"Unspecified injury at C7 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14107D,"Unspecified injury at C7 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14107S,"Unspecified injury at C7 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14108A,"Unspecified injury at C8 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14108D,"Unspecified injury at C8 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14108S,"Unspecified injury at C8 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14109A,"Unspecified injury at unspecified level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14109D,"Unspecified injury at unspecified level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14109S,"Unspecified injury at unspecified level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14111A,"Complete lesion at C1 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14111D,"Complete lesion at C1 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14111S,"Complete lesion at C1 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14112A,"Complete lesion at C2 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14112D,"Complete lesion at C2 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14112S,"Complete lesion at C2 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14113A,"Complete lesion at C3 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14113D,"Complete lesion at C3 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14113S,"Complete lesion at C3 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14114A,"Complete lesion at C4 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14114D,"Complete lesion at C4 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14114S,"Complete lesion at C4 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14115A,"Complete lesion at C5 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14115D,"Complete lesion at C5 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14115S,"Complete lesion at C5 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14116A,"Complete lesion at C6 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14116D,"Complete lesion at C6 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14116S,"Complete lesion at C6 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14117A,"Complete lesion at C7 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14117D,"Complete lesion at C7 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14117S,"Complete lesion at C7 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14118A,"Complete lesion at C8 level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14118D,"Complete lesion at C8 level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14118S,"Complete lesion at C8 level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14119A,"Complete lesion at unspecified level of cervical spinal cord, initial encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14119D,"Complete lesion at unspecified level of cervical spinal cord, subsequent encounter",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14119S,"Complete lesion at unspecified level of cervical spinal cord, sequela",70,Quadriplegia,180,Quadriplegia,Yes,Yes,SAME
S14121A,"Central cord syndrome at C1 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14121D,"Central cord syndrome at C1 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14121S,"Central cord syndrome at C1 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14122A,"Central cord syndrome at C2 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14122D,"Central cord syndrome at C2 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14122S,"Central cord syndrome at C2 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14123A,"Central cord syndrome at C3 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14123D,"Central cord syndrome at C3 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14123S,"Central cord syndrome at C3 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14124A,"Central cord syndrome at C4 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14124D,"Central cord syndrome at C4 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14124S,"Central cord syndrome at C4 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14125A,"Central cord syndrome at C5 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14125D,"Central cord syndrome at C5 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14125S,"Central cord syndrome at C5 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14126A,"Central cord syndrome at C6 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14126D,"Central cord syndrome at C6 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14126S,"Central cord syndrome at C6 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14127A,"Central cord syndrome at C7 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14127D,"Central cord syndrome at C7 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14127S,"Central cord syndrome at C7 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14128A,"Central cord syndrome at C8 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14128D,"Central cord syndrome at C8 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14128S,"Central cord syndrome at C8 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
